Species,Plot,Subplot,Core,Light_ISF,Light_Cat,Soil,Sterile,Conspecific,Myco,SoilMyco,AMF,EMF,Phenolics,Lignin,NSC,Time,Event
Prunus serotina,4,A,2017,0.078,Med,Sterile,Sterile,Sterilized,AMF,Sterile,2.0,,0.17,9.97,14.83,24.5,0.0
Quercus rubra,4,A,2017,0.078,Med,Prunus serotina,Non-Sterile,Heterospecific,EMF,AMF,31.0,60.0,2.46,27.08,9.94,24.5,0.0
Quercus alba,2,C,2017,0.097,Med,Prunus serotina,Non-Sterile,Heterospecific,EMF,AMF,15.71,38.68,4.24,19.0,23.37,115.5,0.0
Quercus alba,2,C,2016,0.097,Med,Populus grandidentata,Non-Sterile,Heterospecific,EMF,EMF,27.93,32.53,4.97,19.41,20.57,115.5,0.0
Acer saccharum,4,C,2017,0.079,Med,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,14.89,,-0.03,14.04,12.55,24.5,1.0
Quercus rubra,2,C,2017,0.097,Med,Sterile,Sterile,Sterilized,EMF,Sterile,8.78,6.92,3.5,24.34,15.47,73.5,1.0
Quercus rubra,2,C,2017,0.097,Med,Acer rubrum,Non-Sterile,Heterospecific,EMF,AMF,22.17,25.79,3.55,26.7,14.45,115.5,0.0
Acer saccharum,2,A,2017,0.083,Med,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,14.7,,-0.03,13.97,12.54,59.5,1.0
Acer saccharum,4,C,2017,0.079,Med,Sterile,Sterile,Sterilized,AMF,Sterile,12.0,,-0.05,11.92,11.73,24.5,0.0
Prunus serotina,2,A,2016,0.083,Med,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,29.89,,0.37,9.21,11.48,63.0,1.0
Quercus alba,4,C,2017,0.079,Med,Acer saccharum,Non-Sterile,Heterospecific,EMF,AMF,0.0,14.29,4.97,25.04,15.64,24.5,0.0
Quercus alba,4,C,2016,0.079,Med,Quercus alba,Non-Sterile,Conspecific,EMF,EMF,26.0,60.0,4.92,23.34,16.81,24.5,0.0
Quercus rubra,2,C,2016,0.097,Med,Quercus rubra,Non-Sterile,Conspecific,EMF,EMF,21.42,42.66,3.67,26.32,14.7,115.5,0.0
Quercus alba,2,A,2016,0.083,Med,Quercus rubra,Non-Sterile,Heterospecific,EMF,EMF,22.69,39.08,5.07,20.06,20.32,115.5,0.0
Quercus alba,2,A,2016,0.083,Med,Quercus alba,Non-Sterile,Conspecific,EMF,EMF,11.48,37.96,5.02,23.06,16.79,80.5,1.0
Quercus rubra,2,C,2017,0.097,Med,Populus grandidentata,Non-Sterile,Heterospecific,EMF,EMF,18.91,30.64,3.76,20.89,17.96,115.5,0.0
Quercus rubra,2,C,2017,0.097,Med,Acer saccharum,Non-Sterile,Heterospecific,EMF,AMF,28.86,42.33,3.82,26.8,14.74,66.5,1.0
Quercus alba,2,A,2016,0.083,Med,Populus grandidentata,Non-Sterile,Heterospecific,EMF,EMF,18.38,21.88,4.88,18.46,22.01,115.5,0.0
Prunus serotina,2,A,2017,0.083,Med,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,29.89,,0.37,9.21,11.48,59.5,1.0
Prunus serotina,4,A,2017,0.078,Med,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,31.87,,0.35,7.92,11.1,24.5,1.0
Quercus alba,4,C,2016,0.079,Med,Acer saccharum,Non-Sterile,Heterospecific,EMF,AMF,18.0,0.0,3.5,24.44,12.56,24.5,0.0
Acer saccharum,4,C,2016,0.079,Med,Sterile,Sterile,Sterilized,AMF,Sterile,7.0,,-0.18,13.3,12.34,24.5,0.0
Prunus serotina,2,A,2016,0.083,Med,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,29.89,,0.37,9.21,11.48,59.5,1.0
Quercus alba,2,C,2016,0.097,Med,Populus grandidentata,Non-Sterile,Heterospecific,EMF,EMF,27.93,32.53,4.97,19.41,20.57,115.5,0.0
Prunus serotina,4,A,2016,0.078,Med,Prunus serotina,Non-Sterile,Conspecific,AMF,AMF,34.76,,0.46,8.54,11.6,24.5,1.0
Acer saccharum,4,A,2017,0.078,Med,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,15.86,,-0.2,13.81,11.98,24.5,1.0
Quercus alba,2,A,2017,0.083,Med,Sterile,Sterile,Sterilized,EMF,Sterile,1.11,1.24,2.98,18.78,19.02,115.5,0.0
Quercus alba,4,C,2016,0.079,Med,Acer rubrum,Non-Sterile,Heterospecific,EMF,AMF,5.0,10.53,4.44,13.63,22.3,24.5,0.0
Quercus alba,2,C,2017,0.097,Med,Quercus rubra,Non-Sterile,Heterospecific,EMF,EMF,15.66,36.41,5.23,21.28,18.19,70.0,1.0
Acer saccharum,4,C,2017,0.079,Med,Sterile,Sterile,Sterilized,AMF,Sterile,5.0,,-0.1,9.4,9.46,24.5,0.0
Acer saccharum,4,A,2016,0.078,Med,Acer saccharum,Non-Sterile,Conspecific,AMF,AMF,20.04,,0.26,14.45,11.93,24.5,1.0
Prunus serotina,4,C,2016,0.079,Med,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,35.48,,0.4,7.81,11.26,24.5,1.0
Acer saccharum,4,C,2017,0.079,Med,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,15.54,,-0.19,13.75,11.94,24.5,1.0
Prunus serotina,4,C,2017,0.079,Med,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,25.54,,0.66,9.22,11.87,24.5,1.0
Quercus alba,4,C,2017,0.079,Med,Acer rubrum,Non-Sterile,Heterospecific,EMF,AMF,13.0,27.87,3.49,26.57,8.32,24.5,0.0
Quercus alba,4,C,2017,0.079,Med,Acer saccharum,Non-Sterile,Heterospecific,EMF,AMF,21.0,0.0,4.97,18.29,22.22,24.5,0.0
Acer saccharum,4,A,2017,0.078,Med,Prunus serotina,Non-Sterile,Heterospecific,AMF,AMF,22.59,,-0.72,14.06,12.18,24.5,1.0
Quercus rubra,2,C,2017,0.097,Med,Acer rubrum,Non-Sterile,Heterospecific,EMF,AMF,22.17,25.79,3.55,26.7,14.45,115.5,0.0
Quercus rubra,4,C,2016,0.079,Med,Sterile,Sterile,Sterilized,EMF,Sterile,0.0,0.0,3.23,24.96,13.41,24.5,0.0
Quercus alba,4,C,2016,0.079,Med,Populus grandidentata,Non-Sterile,Heterospecific,EMF,EMF,12.0,0.0,4.76,23.42,16.15,24.5,0.0
Prunus serotina,4,A,2016,0.078,Med,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,25.41,,0.65,9.28,11.93,24.5,1.0
Acer saccharum,4,E,2017,0.071,Low,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,11.88,,-0.04,11.0,11.2,24.5,1.0
Acer saccharum,4,C,2016,0.079,Med,Acer saccharum,Non-Sterile,Conspecific,AMF,AMF,19.56,,0.26,14.14,11.89,24.5,1.0
Quercus rubra,4,C,2016,0.079,Med,Acer rubrum,Non-Sterile,Heterospecific,EMF,AMF,7.0,34.62,3.56,26.33,15.14,24.5,0.0
Quercus alba,4,C,2016,0.079,Med,Quercus alba,Non-Sterile,Conspecific,EMF,EMF,22.0,36.36,3.54,25.94,12.25,24.5,0.0
Quercus rubra,4,C,2017,0.079,Med,Quercus rubra,Non-Sterile,Conspecific,EMF,EMF,15.96,29.74,3.57,25.75,14.62,24.5,1.0
Quercus rubra,4,E,2017,0.071,Low,Acer saccharum,Non-Sterile,Heterospecific,EMF,AMF,26.0,0.0,3.89,23.43,16.39,24.5,0.0
Prunus serotina,4,B,2016,0.076,Med,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,57.98,,0.57,5.4,6.1,24.5,1.0
Quercus alba,2,A,2017,0.083,Med,Populus grandidentata,Non-Sterile,Heterospecific,EMF,EMF,18.38,21.88,4.88,18.46,22.01,115.5,0.0
Quercus rubra,2,E,2017,0.118,Med,Prunus serotina,Non-Sterile,Heterospecific,EMF,AMF,17.64,34.98,3.44,22.85,16.6,115.5,0.0
Quercus rubra,2,E,2017,0.118,Med,Prunus serotina,Non-Sterile,Heterospecific,EMF,AMF,17.64,34.98,3.44,22.85,16.6,115.5,0.0
Quercus rubra,4,B,2017,0.076,Med,Populus grandidentata,Non-Sterile,Heterospecific,EMF,EMF,13.0,0.0,3.64,22.98,16.12,24.5,0.0
Quercus rubra,4,B,2017,0.076,Med,Populus grandidentata,Non-Sterile,Heterospecific,EMF,EMF,27.0,6.78,3.64,19.3,18.91,24.5,0.0
Quercus alba,4,D,2017,0.073,Low,Populus grandidentata,Non-Sterile,Heterospecific,EMF,EMF,7.0,19.0,4.69,22.94,16.63,24.5,0.0
Quercus alba,4,B,2017,0.076,Med,Quercus rubra,Non-Sterile,Heterospecific,EMF,EMF,19.0,48.39,4.92,19.29,21.67,24.5,0.0
Quercus alba,4,B,2017,0.076,Med,Sterile,Sterile,Sterilized,EMF,Sterile,6.0,0.0,2.83,22.75,16.24,24.5,0.0
Quercus rubra,2,B,2017,0.082,Med,Sterile,Sterile,Sterilized,EMF,Sterile,4.09,7.25,3.3,24.98,14.45,115.5,0.0
Acer saccharum,4,B,2016,0.076,Med,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,18.16,,-0.15,10.32,10.73,24.5,1.0
Quercus alba,4,D,2017,0.073,Low,Prunus serotina,Non-Sterile,Heterospecific,EMF,AMF,11.0,29.82,3.58,19.82,19.21,24.5,0.0
Acer saccharum,2,E,2017,0.118,Med,Sterile,Sterile,Sterilized,AMF,Sterile,8.38,,0.14,10.63,11.53,66.5,1.0
Quercus rubra,4,D,2017,0.073,Low,Quercus alba,Non-Sterile,Heterospecific,EMF,EMF,19.0,15.56,2.9,24.53,12.62,24.5,0.0
Quercus rubra,4,D,2016,0.073,Low,Populus grandidentata,Non-Sterile,Heterospecific,EMF,EMF,15.0,15.79,3.7,22.76,16.8,24.5,0.0
Quercus rubra,2,D,2017,0.1,Med,Sterile,Sterile,Sterilized,EMF,Sterile,8.35,4.35,3.51,24.68,15.09,115.5,0.0
Quercus rubra,4,D,2017,0.073,Low,Quercus rubra,Non-Sterile,Conspecific,EMF,EMF,19.0,4.17,2.69,32.21,9.85,24.5,0.0
Quercus rubra,2,B,2017,0.082,Med,Acer rubrum,Non-Sterile,Heterospecific,EMF,AMF,17.88,30.35,3.55,26.87,14.48,66.5,1.0
Quercus alba,2,E,2017,0.118,Med,Acer saccharum,Non-Sterile,Heterospecific,EMF,AMF,22.62,27.21,5.22,18.79,24.0,73.5,1.0
Quercus alba,2,D,2017,0.1,Med,Quercus alba,Non-Sterile,Conspecific,EMF,EMF,15.82,35.47,4.97,23.32,16.81,73.5,1.0
Quercus alba,2,D,2016,0.1,Med,Sterile,Sterile,Sterilized,EMF,Sterile,10.91,13.63,3.77,18.81,21.58,66.5,1.0
Prunus serotina,4,B,2017,0.076,Med,Sterile,Sterile,Sterilized,AMF,Sterile,1.0,,0.23,7.67,10.42,24.5,0.0
Acer saccharum,2,B,2017,0.082,Med,Sterile,Sterile,Sterilized,AMF,Sterile,10.58,,-0.03,12.92,12.57,66.5,1.0
Quercus alba,2,B,2017,0.082,Med,Quercus rubra,Non-Sterile,Heterospecific,EMF,EMF,23.53,37.65,5.01,19.39,20.67,70.0,1.0
Prunus serotina,4,D,2017,0.073,Low,Acer saccharum,Non-Sterile,Heterospecific,AMF,AMF,30.16,,0.55,4.97,6.92,24.5,1.0
Quercus rubra,2,B,2017,0.082,Med,Quercus rubra,Non-Sterile,Conspecific,EMF,EMF,14.95,30.19,3.6,25.81,14.58,59.5,1.0
Acer saccharum,4,B,2017,0.076,Med,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,15.55,,-0.04,13.43,12.19,24.5,1.0
Prunus serotina,4,B,2016,0.076,Med,Prunus serotina,Non-Sterile,Conspecific,AMF,AMF,35.51,,0.44,5.22,7.05,24.5,1.0
Quercus rubra,4,B,2017,0.076,Med,Acer saccharum,Non-Sterile,Heterospecific,EMF,AMF,28.0,0.0,3.79,26.79,14.46,24.5,0.0
Quercus alba,4,B,2017,0.076,Med,Sterile,Sterile,Sterilized,EMF,Sterile,0.0,0.0,3.41,23.55,15.44,24.5,0.0
Quercus alba,4,B,2016,0.076,Med,Quercus rubra,Non-Sterile,Heterospecific,EMF,EMF,17.0,41.07,4.91,21.39,18.0,24.5,0.0
Quercus alba,4,B,2016,0.076,Med,Quercus alba,Non-Sterile,Conspecific,EMF,EMF,9.0,41.38,4.81,23.69,16.19,24.5,0.0
Prunus serotina,4,D,2017,0.073,Low,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,21.77,,0.31,5.09,6.89,24.5,1.0
Prunus serotina,4,D,2016,0.073,Low,Sterile,Sterile,Sterilized,AMF,Sterile,11.31,,0.25,6.04,10.08,24.5,1.0
Quercus alba,2,D,2017,0.1,Med,Sterile,Sterile,Sterilized,EMF,Sterile,10.91,13.63,3.77,18.81,21.58,115.5,0.0
Quercus rubra,2,D,2017,0.1,Med,Quercus alba,Non-Sterile,Heterospecific,EMF,EMF,19.52,20.74,3.83,21.37,17.78,115.5,0.0
Prunus serotina,4,D,2016,0.073,Low,Sterile,Sterile,Sterilized,AMF,Sterile,11.31,,0.25,6.04,10.08,24.5,1.0
Quercus alba,2,B,2017,0.082,Med,Populus grandidentata,Non-Sterile,Heterospecific,EMF,EMF,16.39,15.84,4.82,17.99,21.76,115.5,0.0
Quercus rubra,4,B,2017,0.076,Med,Prunus serotina,Non-Sterile,Heterospecific,EMF,AMF,21.0,11.54,2.53,24.31,11.6,24.5,0.0
Quercus rubra,4,B,2017,0.076,Med,Acer saccharum,Non-Sterile,Heterospecific,EMF,AMF,12.0,26.67,3.86,19.48,19.29,24.5,0.0
Acer saccharum,2,D,2017,0.1,Med,Sterile,Sterile,Sterilized,AMF,Sterile,7.0,,0.08,12.48,12.24,66.5,1.0
Quercus alba,2,D,2017,0.1,Med,Prunus serotina,Non-Sterile,Heterospecific,EMF,AMF,15.35,29.41,4.15,18.88,23.37,66.5,1.0
Quercus rubra,2,D,2016,0.1,Med,Acer saccharum,Non-Sterile,Heterospecific,EMF,AMF,29.07,37.95,3.81,26.63,14.74,115.5,0.0
Quercus alba,2,B,2016,0.082,Med,Sterile,Sterile,Sterilized,EMF,Sterile,0.72,0.69,2.87,19.49,17.79,80.5,1.0
Quercus rubra,4,D,2017,0.073,Low,Sterile,Sterile,Sterilized,EMF,Sterile,5.0,0.0,3.34,23.66,15.59,24.5,0.0
Acer saccharum,4,B,2016,0.076,Med,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,14.49,,0.0,10.39,10.83,24.5,1.0
Acer saccharum,2,B,2017,0.082,Med,Sterile,Sterile,Sterilized,AMF,Sterile,10.58,,-0.03,12.92,12.57,66.5,1.0
Quercus rubra,2,D,2016,0.1,Med,Acer saccharum,Non-Sterile,Heterospecific,EMF,AMF,29.07,37.95,3.81,26.63,14.74,73.5,1.0
Quercus alba,2,D,2017,0.1,Med,Prunus serotina,Non-Sterile,Heterospecific,EMF,AMF,15.35,29.41,4.15,18.88,23.37,115.5,0.0
Quercus rubra,4,B,2016,0.076,Med,Populus grandidentata,Non-Sterile,Heterospecific,EMF,EMF,16.0,73.68,3.96,22.76,17.22,24.5,0.0
Quercus alba,4,B,2017,0.076,Med,Acer rubrum,Non-Sterile,Heterospecific,EMF,AMF,21.0,36.84,4.41,21.5,17.62,24.5,0.0
Quercus rubra,2,B,2016,0.082,Med,Populus grandidentata,Non-Sterile,Heterospecific,EMF,EMF,19.2,29.08,3.72,20.64,18.29,115.5,0.0
Prunus serotina,5,A,2017,0.086,Med,Sterile,Sterile,Sterilized,AMF,Sterile,0.0,,0.19,7.39,11.24,24.5,0.0
Quercus rubra,2,B,2016,0.082,Med,Acer saccharum,Non-Sterile,Heterospecific,EMF,AMF,20.54,46.06,3.79,26.87,14.81,115.5,0.0
Quercus alba,5,A,2016,0.086,Med,Quercus rubra,Non-Sterile,Heterospecific,EMF,EMF,0.0,29.41,4.86,25.77,14.43,24.5,0.0
Quercus rubra,5,A,2016,0.086,Med,Populus grandidentata,Non-Sterile,Heterospecific,EMF,EMF,32.0,45.45,3.7,19.15,20.01,24.5,0.0
Quercus alba,2,D,2016,0.1,Med,Prunus serotina,Non-Sterile,Heterospecific,EMF,AMF,15.35,29.41,4.15,18.88,23.37,115.5,0.0
Quercus alba,5,C,2017,0.098,Med,Prunus serotina,Non-Sterile,Heterospecific,EMF,AMF,16.0,42.86,3.97,18.39,22.39,24.5,0.0
Prunus serotina,5,A,2017,0.086,Med,Acer saccharum,Non-Sterile,Heterospecific,AMF,AMF,35.87,,0.72,10.36,13.55,24.5,1.0
Quercus alba,2,B,2017,0.082,Med,Acer saccharum,Non-Sterile,Heterospecific,EMF,AMF,27.5,20.17,4.84,17.84,21.92,115.5,0.0
Quercus rubra,5,A,2017,0.086,Med,Quercus rubra,Non-Sterile,Conspecific,EMF,EMF,17.0,31.25,3.8,21.03,18.26,24.5,0.0
Acer saccharum,5,A,2017,0.086,Med,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,15.37,,-0.03,13.92,12.05,24.5,1.0
Quercus alba,2,D,2017,0.1,Med,Quercus rubra,Non-Sterile,Heterospecific,EMF,EMF,11.18,41.63,5.24,21.72,17.86,115.5,0.0
Quercus alba,2,B,2017,0.082,Med,Acer rubrum,Non-Sterile,Heterospecific,EMF,AMF,16.76,20.22,4.48,17.56,23.24,115.5,0.0
Prunus serotina,5,C,2017,0.098,Med,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,19.52,,0.35,9.6,11.9,24.5,1.0
Quercus rubra,2,B,2017,0.082,Med,Prunus serotina,Non-Sterile,Heterospecific,EMF,AMF,20.73,12.61,2.58,24.61,11.98,115.5,0.0
Prunus serotina,5,C,2017,0.098,Med,Sterile,Sterile,Sterilized,AMF,Sterile,0.0,,0.07,4.95,9.48,24.5,0.0
Quercus alba,5,C,2017,0.098,Med,Sterile,Sterile,Sterilized,EMF,Sterile,12.0,20.0,3.72,19.39,19.64,24.5,0.0
Acer saccharum,5,C,2016,0.098,Med,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,16.32,,-0.05,13.42,12.12,24.5,1.0
Acer saccharum,5,C,2017,0.098,Med,Sterile,Sterile,Sterilized,AMF,Sterile,7.0,,0.1,11.7,11.99,24.5,0.0
Acer saccharum,5,C,2017,0.098,Med,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,14.56,,0.05,14.23,12.65,24.5,1.0
Acer saccharum,5,C,2017,0.098,Med,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,14.56,,0.05,14.23,12.65,24.5,1.0
Quercus alba,2,D,2017,0.1,Med,Acer rubrum,Non-Sterile,Heterospecific,EMF,AMF,12.86,22.31,4.67,17.64,23.98,115.5,0.0
Acer saccharum,2,D,2017,0.1,Med,Sterile,Sterile,Sterilized,AMF,Sterile,7.0,,0.08,12.48,12.24,66.5,1.0
Quercus alba,2,D,2017,0.1,Med,Quercus alba,Non-Sterile,Conspecific,EMF,EMF,15.82,35.47,4.97,23.32,16.81,73.5,1.0
Quercus alba,5,A,2017,0.086,Med,Acer rubrum,Non-Sterile,Heterospecific,EMF,AMF,0.0,11.76,4.51,26.25,14.48,24.5,0.0
Quercus rubra,5,A,2017,0.086,Med,Sterile,Sterile,Sterilized,EMF,Sterile,5.0,4.0,3.4,25.05,14.59,24.5,0.0
Quercus rubra,2,B,2017,0.082,Med,Acer rubrum,Non-Sterile,Heterospecific,EMF,AMF,17.88,30.35,3.55,26.87,14.48,115.5,0.0
Quercus rubra,5,C,2017,0.098,Med,Quercus rubra,Non-Sterile,Conspecific,EMF,EMF,72.0,1.59,3.86,28.11,15.44,24.5,0.0
Quercus rubra,3,A,2017,0.08,Med,Quercus alba,Non-Sterile,Heterospecific,EMF,EMF,21.82,23.43,3.78,23.36,16.67,115.5,0.0
Quercus alba,3,A,2016,0.08,Med,Acer rubrum,Non-Sterile,Heterospecific,EMF,AMF,15.95,20.2,4.48,17.42,23.36,115.5,0.0
Quercus rubra,3,A,2016,0.08,Med,Prunus serotina,Non-Sterile,Heterospecific,EMF,AMF,22.83,14.38,2.55,24.77,11.85,115.5,0.0
Quercus rubra,3,A,2016,0.08,Med,Quercus rubra,Non-Sterile,Conspecific,EMF,EMF,18.22,6.04,2.6,25.01,11.7,115.5,0.0
Prunus serotina,5,A,2017,0.086,Med,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,29.94,,0.56,10.76,13.39,24.5,1.0
Quercus rubra,5,C,2017,0.098,Med,Prunus serotina,Non-Sterile,Heterospecific,EMF,AMF,41.0,31.43,3.33,24.86,14.96,24.5,0.0
Acer saccharum,3,C,2017,0.103,Med,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,14.91,,-0.15,13.51,12.15,63.0,1.0
Prunus serotina,5,A,2017,0.086,Med,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,17.26,,0.28,10.99,13.42,24.5,1.0
Quercus rubra,3,C,2017,0.103,Med,Quercus rubra,Non-Sterile,Conspecific,EMF,EMF,19.39,42.58,3.68,26.01,14.74,73.5,1.0
Acer saccharum,5,E,2016,0.077,Med,Acer saccharum,Non-Sterile,Conspecific,AMF,AMF,22.36,,0.3,13.4,11.79,24.5,1.0
Prunus serotina,5,C,2017,0.098,Med,Acer saccharum,Non-Sterile,Heterospecific,AMF,AMF,39.62,,0.66,10.16,13.38,24.5,1.0
Quercus rubra,5,B,2016,0.091,Med,Quercus alba,Non-Sterile,Heterospecific,EMF,EMF,9.0,21.57,3.74,19.47,19.99,24.5,0.0
Quercus alba,3,A,2017,0.08,Med,Populus grandidentata,Non-Sterile,Heterospecific,EMF,EMF,15.97,20.2,4.82,18.18,21.73,115.5,0.0
Quercus alba,3,C,2016,0.103,Med,Quercus rubra,Non-Sterile,Heterospecific,EMF,EMF,10.58,42.14,5.25,22.16,17.68,115.5,0.0
Acer saccharum,5,D,2016,0.103,Med,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,14.91,,-0.15,13.51,12.15,24.5,1.0
Prunus serotina,5,D,2016,0.103,Med,Prunus serotina,Non-Sterile,Conspecific,AMF,AMF,24.43,,0.17,10.4,14.0,24.5,1.0
Quercus alba,5,D,2017,0.103,Med,Sterile,Sterile,Sterilized,EMF,Sterile,8.0,0.0,3.88,24.07,15.67,24.5,0.0
Acer saccharum,5,B,2017,0.091,Med,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,14.84,,0.03,14.25,12.72,24.5,1.0
Quercus rubra,5,D,2017,0.103,Med,Populus grandidentata,Non-Sterile,Heterospecific,EMF,EMF,17.0,27.0,3.58,20.32,18.43,24.5,0.0
Quercus alba,3,C,2017,0.103,Med,Populus grandidentata,Non-Sterile,Heterospecific,EMF,EMF,20.82,31.32,4.96,18.89,22.79,115.5,0.0
Acer saccharum,5,D,2016,0.103,Med,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,14.91,,-0.15,13.51,12.15,24.5,1.0
Acer saccharum,5,B,2017,0.091,Med,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,13.47,,0.17,14.14,12.12,24.5,1.0
Quercus alba,3,A,2017,0.08,Med,Prunus serotina,Non-Sterile,Heterospecific,EMF,AMF,17.08,18.25,3.85,18.1,20.73,115.5,0.0
Quercus alba,5,B,2017,0.091,Med,Sterile,Sterile,Sterilized,EMF,Sterile,3.0,0.0,3.33,17.83,21.32,24.5,0.0
Quercus rubra,5,D,2017,0.103,Med,Quercus alba,Non-Sterile,Heterospecific,EMF,EMF,26.0,3.64,3.7,17.59,21.32,24.5,0.0
Quercus alba,3,A,2017,0.08,Med,Populus grandidentata,Non-Sterile,Heterospecific,EMF,EMF,15.97,20.2,4.82,18.18,21.73,115.5,0.0
Quercus alba,5,D,2017,0.103,Med,Acer rubrum,Non-Sterile,Heterospecific,EMF,AMF,8.0,0.0,4.59,17.58,27.95,24.5,0.0
Prunus serotina,5,D,2017,0.103,Med,Sterile,Sterile,Sterilized,AMF,Sterile,11.12,,0.08,7.77,11.71,24.5,1.0
Acer saccharum,5,B,2017,0.091,Med,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,13.47,,0.17,14.14,12.12,24.5,1.0
Prunus serotina,5,D,2017,0.103,Med,Acer saccharum,Non-Sterile,Heterospecific,AMF,AMF,41.12,,0.78,10.16,13.45,24.5,1.0
Acer saccharum,5,B,2016,0.091,Med,Quercus rubra,Non-Sterile,Heterospecific,AMF,EMF,13.47,,0.17,14.14,12.12,24.5,1.0
Quercus alba,5,D,2016,0.103,Med,Acer saccharum,Non-Sterile,Heterospecific,EMF,AMF,10.0,52.94,5.16,22.73,17.47,24.5,0.0
Acer saccharum,5,B,2016,0.091,Med,Acer saccharum,Non-Sterile,Conspecific,AMF,AMF,20.57,,0.47,14.19,12.4,24.5,1.0
Prunus serotina,5,B,2016,0.091,Med,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,36.76,,0.59,9.57,11.67,24.5,1.0
Acer saccharum,5,D,2017,0.103,Med,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,14.82,,-0.1,13.59,12.2,24.5,1.0
Quercus rubra,5,D,2016,0.103,Med,Populus grandidentata,Non-Sterile,Heterospecific,EMF,EMF,17.0,12.0,2.79,26.38,10.07,24.5,0.0
Prunus serotina,5,B,2017,0.091,Med,Sterile,Sterile,Sterilized,AMF,Sterile,3.0,,0.15,6.79,11.07,24.5,0.0
Quercus alba,5,B,2016,0.091,Med,Sterile,Sterile,Sterilized,EMF,Sterile,4.0,5.77,3.6,23.7,15.84,24.5,0.0
Quercus rubra,5,B,2016,0.091,Med,Acer saccharum,Non-Sterile,Heterospecific,EMF,AMF,31.0,27.78,3.83,23.15,17.19,24.5,0.0
Prunus serotina,5,D,2017,0.103,Med,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,32.23,,0.69,10.49,13.59,24.5,1.0
Quercus rubra,5,D,2017,0.103,Med,Acer rubrum,Non-Sterile,Heterospecific,EMF,AMF,14.0,0.0,3.26,25.58,13.52,24.5,0.0
Quercus rubra,6,A,2017,0.065,Low,Prunus serotina,Non-Sterile,Heterospecific,EMF,AMF,69.0,21.05,2.86,26.07,11.15,24.5,0.0
Acer saccharum,6,A,2017,0.065,Low,Quercus alba,Non-Sterile,Heterospecific,AMF,EMF,14.8,,0.04,13.73,12.43,24.5,1.0
Quercus rubra,6,C,2016,0.087,Med,Acer saccharum,Non-Sterile,Heterospecific,EMF,AMF,11.0,16.92,4.04,28.72,14.94,24.5,0.0
Acer saccharum,6,A,2016,0.065,Low,Populus grandidentata,Non-Sterile,Heterospecific,AMF,EMF,12.82,,-0.22,10.84,11.34,24.5,1.0
Quercus rubra,6,A,2016,0.065,Low,Quercus alba,Non-Sterile,Heterospecific,EMF,EMF,26.0,66.67,3.39,28.23,13.51,24.5,0.0
Prunus serotina,6,C,2016,0.087,Med,Acer rubrum,Non-Sterile,Heterospecific,AMF,AMF,16.18,,0.35,10.85,13.69,24.5,1.0
Quercus rubra,3,C,2017,0.103,Med,Populus grandidentata,Non-Sterile,Heterospecific,EMF,EMF,18.41,29.53,3.65,20.03,19.13,115.5,0.0
Quercus rubra,3,C,2017,0.103,Med,Quercus alba,Non-Sterile,Heterospecific,EMF,EMF,20.65,20.28,3.81,21.17,17.99,115.5,0.0
Quercus alba,3,C,2016,0.103,Med,Prunus serotina,Non-Sterile,Heterospecific,EMF,AMF,16.66,30.65,4.15,19.02,23.35,115.5,0.0
Quercus alba,6,C,2017,0.087,Med,Quercus rubra,Non-Sterile,Heterospecific,EMF,EMF,33.0,33.33,5.45,20.68,19.26,24.5,0.0
